applicant_id,year,loan_limit,approv_in_adv,loan_type,loan_purpose,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,submission_of_application,region,application_status
41806,2019,cf,nopre,type2,p1,216500,,,,360,to_inst,North,1
41807,2019,cf,nopre,type1,p1,316500,3.625,-0.0699,3478,360,not_inst,central,0
41808,2019,cf,nopre,type1,p3,236500,4.75,0.397,6619.69,360,to_inst,south,0
41809,2019,cf,nopre,type1,p3,606500,4.25,0.1373,0,360,not_inst,south,0
41810,2019,cf,nopre,type1,p4,546500,3.125,0.0051,2842.6,180,not_inst,North,0
41811,2019,cf,nopre,type1,p3,326500,3,-0.3929,295,360,to_inst,south,0
41812,2019,cf,nopre,type3,p4,346500,3.375,-0.3163,0,360,to_inst,North,0
41813,2019,ncf,nopre,type3,p4,576500,3.25,-0.3713,5533.26,360,to_inst,central,0
41814,2019,cf,nopre,type1,p3,666500,3.99,0.0032,7545,360,not_inst,central,0
41815,2019,cf,nopre,type2,p4,116500,4.625,1.1851,1929.72,360,to_inst,south,0
41816,2019,cf,nopre,type1,p1,366500,4,0.1271,1591.51,360,not_inst,North,0
41817,2019,cf,nopre,type1,p4,226500,3.5,0.2726,298.78,240,not_inst,North,0
41818,2019,cf,nopre,type2,p3,206500,,,,360,to_inst,south,1
41819,2019,ncf,pre,type1,p3,376500,4.125,0.822,7865,240,to_inst,south,0
41820,2019,cf,nopre,type1,p3,286500,3.99,0.0979,9364.72,360,to_inst,North,0
41821,2019,cf,nopre,type1,p4,376500,3.69,-0.108,0,360,not_inst,south,0
41822,2019,cf,nopre,type1,p4,326500,3.75,0.105,1150,360,not_inst,North,0
41823,2019,cf,nopre,type1,p1,56500,,,,360,to_inst,North,1
41824,2019,cf,nopre,type1,p3,266500,3.75,0.294,3564.73,180,to_inst,south,0
41825,2019,cf,nopre,type1,p4,386500,,,,360,to_inst,south,1
41826,2019,cf,pre,type1,p3,256500,,,,360,to_inst,North,1
41827,2019,cf,nopre,type1,p4,236500,3.75,0.3019,5924,360,to_inst,North,0
41828,2019,cf,nopre,type3,p1,136500,4.99,0.7957,1907.96,360,to_inst,North,0
41829,2019,cf,pre,type1,p1,316500,4.5,0.1679,1150,360,to_inst,North,0
41830,2019,cf,nopre,type1,p3,396500,3.625,0.019,3800,360,not_inst,North,0
41831,2019,cf,nopre,type1,p1,466500,3.75,0.3799,0,360,not_inst,North,0
41832,2019,cf,nopre,type1,p4,456500,4.25,0.222,0,360,not_inst,North,0
41833,2019,cf,nopre,type2,p1,166500,4.625,1.2384,611.55,360,to_inst,south,0
41834,2019,cf,nopre,type1,p3,256500,3.75,0.1247,1606.5,360,not_inst,North,0
41835,2019,cf,nopre,type3,p3,256500,2.99,-0.2498,9000.68,360,to_inst,south,0
41836,2019,cf,pre,type1,p1,286500,4.875,0.8133,0,360,to_inst,south,0
41837,2019,cf,nopre,type1,p3,276500,5.5,1.4437,1615.12,360,not_inst,North,0
41838,2019,cf,nopre,type1,p4,456500,3.625,-0.1324,222.18,360,not_inst,North,0
41839,2019,cf,pre,type1,p3,336500,4.125,0.337,0,360,not_inst,North,0
41840,2019,cf,pre,type3,p1,286500,3.875,0.2414,1800,360,to_inst,south,0
41841,2019,ncf,nopre,type2,p4,626500,3.875,0.46,0,360,not_inst,south,0
41842,2019,cf,nopre,type1,p4,136500,3.125,0.3188,2977.08,180,to_inst,south,0
41843,2019,ncf,nopre,type2,p3,156500,3.375,0.2297,5396.52,360,to_inst,south,0
41844,2019,ncf,nopre,type2,p3,76500,4.25,1.0686,1489.86,360,to_inst,North,0
41845,2019,cf,nopre,type1,p3,456500,4.375,0.3313,898.84,360,not_inst,North,0
41846,2019,cf,nopre,type1,p1,456500,3.99,0.5665,,360,not_inst,central,0
41847,2019,cf,nopre,type1,p3,416500,,,,180,to_inst,south,1
41848,2019,cf,nopre,type1,p1,326500,4.875,1.4152,3769.27,360,not_inst,south,0
41849,2019,cf,nopre,type1,p3,266500,,,,300,to_inst,North,1
41850,2019,cf,nopre,type1,p4,376500,4.5,0.6653,4329,360,not_inst,North,0
41851,2019,cf,nopre,type1,p3,206500,4.625,1.06,3750,240,to_inst,south,0
41852,2019,cf,nopre,type1,p1,126500,,,,360,not_inst,North,1
41853,2019,cf,nopre,type1,p3,366500,4.5,0.6403,10502.13,360,to_inst,North,0
41854,2019,cf,nopre,type2,p3,76500,3.5,1.3536,1703.9,180,to_inst,North,0
41855,2019,cf,nopre,type1,p4,416500,3.625,-0.0416,3914.28,360,to_inst,North,0
41856,2019,cf,nopre,type2,p3,326500,4.375,1.5865,804.25,360,to_inst,North,0
41857,2019,cf,nopre,type1,p3,136500,4.5,1.092,3966.2,360,to_inst,south,0
41858,2019,cf,pre,type1,p3,86500,5.25,1.4338,2992.75,300,to_inst,North,0
41859,2019,cf,nopre,type1,p4,596500,3.75,-0.0852,696.57,360,not_inst,south,0
41860,2019,cf,nopre,type1,p1,216500,,,,360,to_inst,central,1
41861,2019,cf,nopre,type1,p4,676500,,,,360,not_inst,North,1
41862,2019,cf,nopre,type1,p4,456500,3.375,-0.2527,2720,360,not_inst,North,0
41863,2019,cf,nopre,type1,p4,246500,4.375,1.4555,3410,240,to_inst,south,0
41864,2019,cf,pre,type2,p1,546500,3.875,1.2937,1307.5,360,to_inst,North,0
41865,2019,cf,pre,type2,p1,286500,3.875,1.2185,6467.45,360,to_inst,North,0
41866,2019,cf,nopre,type1,p4,406500,4,0.3802,5742.32,240,not_inst,North,0
41867,2019,cf,nopre,type1,p3,316500,4.25,0.0937,2544,180,to_inst,south,0
41868,2019,cf,nopre,type1,p1,306500,4.5,1.1501,1912.5,360,to_inst,North,0
41869,2019,cf,nopre,type1,p3,296500,4.75,0.6189,5118.75,360,to_inst,North,0
41870,2019,cf,nopre,type1,p4,406500,3.875,0.0999,4020,360,not_inst,North,0
41871,2019,cf,nopre,type1,p4,356500,4.375,0.3896,6594.37,360,to_inst,North,0
41872,2019,cf,pre,type2,p4,246500,,,,360,to_inst,south,1
41873,2019,,nopre,type1,p4,606500,4.125,0.2745,0,360,not_inst,south,0
41874,2019,cf,nopre,type1,p1,596500,,,,360,not_inst,south,1
41875,2019,cf,pre,type1,p1,376500,4.625,0.2384,8217.09,324,to_inst,south,0
41876,2019,cf,nopre,type1,p3,226500,4.5,0.5893,5723.8,360,to_inst,North,0
41877,2019,cf,nopre,type1,p1,236500,,,,360,to_inst,North,1
41878,2019,cf,nopre,type1,p4,316500,3.375,-0.1593,3018.15,360,not_inst,North,0
41879,2019,cf,pre,type2,p3,136500,4.5,0.8766,1187.02,360,to_inst,south,0
41880,2019,,nopre,type1,p4,646500,,,,360,not_inst,south,1
41881,2019,cf,nopre,type1,p1,96500,,,,360,to_inst,south,1
41882,2019,ncf,nopre,type2,p1,496500,,,,360,not_inst,North,1
41883,2019,cf,nopre,type1,p3,206500,4.99,1.2013,6150,360,to_inst,south,0
41884,2019,cf,pre,type1,p4,406500,,,,180,to_inst,south,1
41885,2019,cf,nopre,type1,p3,456500,2.99,-0.2275,650,156,to_inst,south,0
41886,2019,cf,nopre,type1,p3,126500,3.99,0.9674,2422.5,240,to_inst,south,0
41887,2019,cf,nopre,type1,p4,176500,3.875,0.4505,4737.26,324,to_inst,North,0
41888,2019,cf,pre,type1,p1,506500,,,,360,not_inst,North,1
41889,2019,cf,nopre,type3,p4,236500,,,,360,to_inst,North,1
41890,2019,cf,nopre,type1,p4,396500,4.375,-0.023,0,360,not_inst,North,0
41891,2019,cf,nopre,type1,p4,196500,3.625,0.8077,,240,to_inst,south,0
41892,2019,cf,pre,type2,p3,186500,3.99,1.2342,3455.86,360,to_inst,North,0
41893,2019,ncf,pre,type1,p1,266500,4.125,0.2378,0,360,not_inst,North,0
41894,2019,cf,nopre,type1,p3,206500,4.5,0.6098,4808.75,360,to_inst,south,0
41895,2019,cf,nopre,type1,p3,346500,,,,180,to_inst,south,1
41896,2019,cf,nopre,type1,p4,336500,3.625,0.0965,1671.86,360,to_inst,North,0
41897,2019,cf,nopre,type1,p4,356500,3.5,-0.1087,0,360,not_inst,North,0
41898,2019,cf,nopre,type1,p4,366500,3.875,0.1872,0,360,not_inst,North,0
41899,2019,cf,nopre,type1,p1,486500,3.375,0.3482,0,180,not_inst,south,0
41900,2019,cf,pre,type2,p1,306500,,,,360,not_inst,south,1
41901,2019,cf,nopre,type2,p3,286500,3.99,1.1321,4908.54,360,to_inst,North,0
41902,2019,cf,nopre,type1,p4,276500,3.625,0.0656,7115,324,to_inst,south,0
41903,2019,cf,nopre,type1,p4,186500,4.5,0.1187,3402.98,360,to_inst,south,0
41904,2019,cf,nopre,type2,p3,566500,3.5,0.5296,0,360,not_inst,North,0
41905,2019,cf,nopre,type1,p3,296500,3.5,0.0673,6081.17,360,to_inst,south,0
41906,2019,cf,nopre,type1,p3,286500,3.5,-0.0449,4125,360,to_inst,south,0
41907,2019,cf,pre,type1,p3,226500,3.99,0.401,862.4,360,not_inst,south,0
41908,2019,cf,nopre,type2,p3,136500,3.99,0.8231,3557.42,360,to_inst,North,0
41909,2019,cf,pre,type1,p3,116500,,,,180,to_inst,south,1
41910,2019,cf,nopre,type1,p4,226500,3.99,0.4248,3767.75,324,to_inst,south,0
41911,2019,cf,nopre,type1,p3,166500,3.75,0.8134,4260.95,240,to_inst,central,0
41912,2019,cf,nopre,type1,p4,106500,4.99,1.4743,,360,not_inst,North,0
41913,2019,cf,nopre,type1,p4,666500,3.875,0.3283,12838.5,360,to_inst,south,0
41914,2019,cf,nopre,type1,p4,316500,3.625,-0.2851,3694.17,288,to_inst,south,0
41915,2019,cf,nopre,type1,p3,406500,3.75,-0.0728,15585,360,to_inst,south,0
41916,2019,cf,nopre,type1,p4,376500,3.625,0.0866,1557.03,180,to_inst,south,0
41917,2019,cf,nopre,type1,p4,576500,4,-0.0603,0,360,not_inst,south,0
41918,2019,ncf,nopre,type1,p1,256500,4.375,0.2949,,360,not_inst,south,0
41919,2019,cf,nopre,type2,p1,316500,4.625,1.1383,0,360,not_inst,North,0
41920,2019,cf,pre,type1,p1,96500,4.5,0.292,2950,360,to_inst,North,0
41921,2019,ncf,nopre,type1,p1,556500,4.25,0.1027,0,360,not_inst,North,0
41922,2019,cf,nopre,type1,p3,316500,4.875,0.9868,4386.25,360,to_inst,south,0
41923,2019,cf,nopre,type3,p3,196500,3.25,-0.0593,6724.39,360,to_inst,south,0
41924,2019,cf,nopre,type1,p2,126500,4.75,1.2195,3707,360,to_inst,south,0
41925,2019,cf,pre,type3,p1,266500,3.99,-0.0269,7691.29,360,to_inst,North,0
41926,2019,cf,nopre,type1,p1,246500,4,-0.1358,4053.5,360,not_inst,south,0
41927,2019,cf,nopre,type1,p3,166500,3.375,-0.0774,4743.75,360,to_inst,south,0
41928,2019,cf,nopre,type3,p3,486500,3.99,-0.1502,847.61,360,not_inst,North,0
41929,2019,cf,nopre,type1,p1,416500,4.18,0.2597,2795.58,360,not_inst,south,0
41930,2019,cf,pre,type1,p4,136500,3.875,0.727,4204.37,360,to_inst,North,0
41931,2019,cf,nopre,type1,p4,456500,3.375,-0.2702,0,324,not_inst,south,0
41932,2019,cf,nopre,type1,p1,136500,4.625,1.3352,3720,144,to_inst,North,0
41933,2019,cf,nopre,type1,p1,276500,4.625,0.6042,1250,360,to_inst,North,0
41934,2019,cf,nopre,type1,p1,196500,,,,360,to_inst,south,1
41935,2019,cf,nopre,type1,p3,306500,3.375,0.1488,,360,to_inst,south,0
41936,2019,cf,nopre,type2,p4,126500,,,,360,to_inst,North,1
41937,2019,cf,pre,type1,p1,486500,4.75,0.6002,2373.32,360,to_inst,south,0
41938,2019,cf,nopre,type1,p3,416500,4.25,0.3895,1150,180,to_inst,south,0
41939,2019,cf,nopre,type1,p3,176500,3.625,0.7593,3718.75,180,to_inst,North,0
41940,2019,cf,nopre,type1,p3,156500,3.75,0.3397,4437.5,360,to_inst,North,0
41941,2019,cf,nopre,type1,p1,396500,3.5,-0.1064,7570.41,360,to_inst,south,0
41942,2019,cf,pre,type1,p1,246500,4.875,1.3022,5963.85,360,not_inst,North,0
41943,2019,cf,nopre,type1,p4,486500,3.625,0.0208,0,360,not_inst,North,0
41944,2019,cf,nopre,type1,p3,176500,4.99,0.5993,1363,360,to_inst,south,0
41945,2019,cf,nopre,type1,p4,386500,3.69,0.0643,4286.25,360,not_inst,North,0
41946,2019,cf,nopre,type1,p3,156500,,,,360,to_inst,North,1
41947,2019,cf,nopre,type1,p3,336500,3.99,0.6005,7850,360,to_inst,North,0
41948,2019,cf,nopre,type1,p4,66500,,,,360,to_inst,south,1
41949,2019,cf,nopre,type1,p3,116500,4.125,1.4307,3245,240,to_inst,North,0
41950,2019,cf,nopre,type2,p3,426500,3.375,0.2667,0,360,to_inst,North,0
41951,2019,cf,nopre,type1,p1,106500,,,,360,to_inst,North,1
41952,2019,cf,nopre,type1,p4,426500,3.375,-0.233,5500.39,360,to_inst,south,0
41953,2019,cf,nopre,type1,p3,176500,4.125,0.8959,3815,180,to_inst,North,0
41954,2019,cf,pre,type2,p3,76500,,,,360,to_inst,North,1
41955,2019,cf,nopre,type1,p4,296500,3.75,0.0546,92.82,360,not_inst,North,0
41956,2019,cf,nopre,type1,p3,316500,,,,360,to_inst,south,1
41957,2019,cf,nopre,type1,p3,236500,,,,180,to_inst,south,1
41958,2019,cf,nopre,type3,p1,396500,,,,360,to_inst,south,1
41959,2019,cf,nopre,type2,p1,276500,3.875,0.7065,1030.98,360,to_inst,south,0
41960,2019,cf,nopre,type1,p4,566500,3.99,0.294,0,360,not_inst,North,0
41961,2019,cf,nopre,type1,p4,236500,,,,360,to_inst,North,1
41962,2019,cf,nopre,type2,p3,296500,4.75,1.0721,0,360,to_inst,North,0
41963,2019,cf,nopre,type1,p4,196500,3.99,0.4996,2200,360,to_inst,south,0
41964,2019,cf,nopre,type1,p3,286500,3.875,0.34,6830,180,to_inst,south,0
41965,2019,cf,nopre,type2,p4,236500,3.75,1.4269,8465.53,240,to_inst,south,0
41966,2019,cf,nopre,type3,p3,166500,4.5,0.144,3360,360,to_inst,North,0
41967,2019,cf,pre,type2,p3,146500,3.99,1.3076,3007.92,360,to_inst,south,0
41968,2019,cf,nopre,type1,p4,366500,3.625,0.3858,0,240,not_inst,North,0
41969,2019,cf,nopre,type1,p3,386500,,,,360,to_inst,North,1
41970,2019,cf,nopre,type1,p4,606500,5.5,1.1317,5804.53,360,to_inst,south,0
41971,2019,cf,nopre,type3,p4,126500,,,,360,to_inst,North,1
41972,2019,cf,nopre,type3,p1,186500,,,,360,to_inst,North,1
41973,2019,cf,nopre,type1,p4,376500,2.5,-0.3615,795,360,to_inst,south,0
41974,2019,cf,pre,type2,p1,546500,3.99,1.2897,10902.57,360,to_inst,south,0
41975,2019,cf,pre,type1,p4,246500,3.875,0.3905,3061.75,360,to_inst,North,0
41976,2019,cf,nopre,type1,p3,156500,4.99,0.8106,4370,360,to_inst,south,0
41977,2019,cf,nopre,type1,p2,206500,,,,180,to_inst,North,1
41978,2019,cf,nopre,type1,p3,296500,4.75,1.1243,3853.13,360,to_inst,North,0
41979,2019,cf,nopre,type1,p1,246500,3.625,0.2638,4381.12,360,to_inst,North,0
41980,2019,ncf,pre,type1,p3,226500,3.5,0.3973,6875,180,to_inst,south,0
41981,2019,cf,nopre,type1,p4,536500,4.5,0.4014,0,360,not_inst,North,0
41982,2019,cf,nopre,type1,p3,296500,3.99,0.5281,4350,360,to_inst,south,0
41983,2019,cf,nopre,type1,p1,166500,4.99,1.239,778.89,240,to_inst,North,0
41984,2019,cf,nopre,type1,p3,696500,4.5,0.3679,0,360,not_inst,North,0
41985,2019,cf,pre,type1,p4,276500,3.75,0.5492,1250,240,to_inst,south,0
41986,2019,cf,nopre,type2,p4,226500,,,,360,to_inst,North,1
41987,2019,ncf,pre,type1,p3,496500,3,-0.7438,638,360,to_inst,North,0
41988,2019,cf,nopre,type1,p4,536500,3.99,0.3279,9338,360,to_inst,south,0
41989,2019,cf,nopre,type1,p3,406500,3.5,-0.0884,1250,360,to_inst,south,0
41990,2019,cf,pre,type1,p1,246500,4.56,1.1729,5876.93,360,not_inst,North,0
41991,2019,cf,pre,type2,p3,576500,,,,360,to_inst,central,1
41992,2019,cf,nopre,type1,p3,246500,4.625,0.7752,5131.58,240,to_inst,North,0
41993,2019,cf,pre,type1,p3,266500,3.75,0.0642,2140.4,360,not_inst,North,0
41994,2019,cf,nopre,type2,p3,136500,3.5,0.5583,1962.13,360,to_inst,North,0
41995,2019,ncf,nopre,type1,p1,96500,,,,324,to_inst,North,1
41996,2019,cf,nopre,type1,p4,96500,,,,360,to_inst,south,1
41997,2019,cf,nopre,type1,p3,576500,,,,360,not_inst,central,1
41998,2019,cf,nopre,type1,p4,166500,4.75,0.5526,5014.69,360,to_inst,south,0
41999,2019,cf,nopre,type1,p3,206500,4.5,0.3041,3750,300,to_inst,central,0
42000,2019,cf,nopre,type2,p3,136500,,,,360,to_inst,south,1
42001,2019,cf,nopre,type1,p3,176500,4.875,0.46,,324,to_inst,south,0
42002,2019,cf,nopre,type3,p3,436500,3.25,-0.4715,0,360,not_inst,North,0
42003,2019,cf,pre,type1,p1,166500,3.75,0.2015,4000,360,to_inst,central,0
42004,2019,ncf,nopre,type1,p4,2476500,,,,360,not_inst,North,1
42005,2019,cf,nopre,type1,p3,476500,,,,360,to_inst,south,1
42006,2019,cf,nopre,type1,p3,246500,,,,360,to_inst,North,1
42007,2019,ncf,nopre,type1,p1,716500,,,,360,to_inst,North,1
42008,2019,cf,nopre,type1,p4,326500,2.99,0.3708,12700.35,180,to_inst,south,0
42009,2019,cf,nopre,type3,p3,156500,,,,360,to_inst,central,1
42010,2019,cf,nopre,type1,p4,476500,,,,240,not_inst,south,1
42011,2019,cf,nopre,type1,p1,386500,,,,360,to_inst,North,1
42012,2019,cf,nopre,type2,p3,166500,4.375,1.6707,2111.25,360,to_inst,south,0
42013,2019,cf,pre,type1,p1,216500,3.875,0.4086,6166.25,360,to_inst,south,0
42014,2019,cf,nopre,type1,p4,146500,3.375,0.5647,3774.38,180,to_inst,central,0
42015,2019,cf,nopre,type1,p3,246500,4.375,0.5539,5795,360,to_inst,North,0
42016,2019,cf,nopre,type2,p3,196500,,,,360,to_inst,North,1
42017,2019,cf,pre,type2,p3,56500,3.875,1.3336,,360,to_inst,North,0
42018,2019,cf,pre,type1,p1,206500,4.625,0.3868,1401.44,360,to_inst,North,0
42019,2019,cf,nopre,type1,p3,176500,,,,360,to_inst,North,1
42020,2019,cf,nopre,type1,p4,356500,3.75,0.022,0,348,not_inst,south,0
42021,2019,cf,nopre,type1,p4,126500,4.99,0.8337,3611.25,360,to_inst,south,0
42022,2019,cf,nopre,type1,p4,276500,4.5,0.1631,817.73,360,to_inst,south,0
42023,2019,cf,nopre,type1,p4,386500,,,,360,not_inst,North,1
42024,2019,ncf,nopre,type3,p3,526500,4.125,-0.0209,0,300,to_inst,south,0
42025,2019,cf,nopre,type2,p2,76500,,,,360,to_inst,North,1
42026,2019,cf,nopre,type2,p3,216500,3.99,1.2222,4568.18,360,to_inst,North-East,0
42027,2019,cf,nopre,type1,p1,206500,5.5,1.3698,0,360,not_inst,south,0
42028,2019,cf,nopre,type1,p4,386500,3.75,0.0968,1014.42,360,not_inst,North,0
42029,2019,cf,nopre,type1,p3,166500,4.25,1.4408,4063.75,180,to_inst,south,0
42030,2019,cf,nopre,type1,p3,76500,3.875,1.4991,3125,180,to_inst,North,0
42031,2019,cf,nopre,type3,p4,256500,2.99,-0.7214,358.49,360,to_inst,south,0
42032,2019,cf,nopre,type3,p4,286500,2.99,-0.677,2054.92,360,to_inst,south,0
42033,2019,cf,nopre,type2,p3,286500,3.99,0.5269,4338.36,360,to_inst,south,0
42034,2019,cf,nopre,type1,p4,526500,,,,360,not_inst,south,1
42035,2019,ncf,pre,type1,p3,886500,3.75,0.1717,,360,to_inst,North,0
42036,2019,cf,nopre,type1,p4,376500,3.5,0.1689,10787.72,324,to_inst,North,0
42037,2019,cf,nopre,type1,p4,306500,,,,360,to_inst,North,1
42038,2019,cf,pre,type1,p4,256500,3.99,0.5897,5393.25,360,to_inst,North,0
42039,2019,cf,nopre,type1,p4,236500,3.99,0.3603,3839.37,360,to_inst,central,0
42040,2019,cf,nopre,type1,p4,486500,3.75,-0.0368,0,360,not_inst,North,0
42041,2019,cf,pre,type1,p2,106500,3.99,1.3624,3250,180,to_inst,North,0
42042,2019,cf,nopre,type1,p3,476500,4.56,0.3671,0,360,not_inst,North,0
42043,2019,ncf,nopre,type1,p1,476500,4.56,0.787,1614.46,360,not_inst,south,0
42044,2019,cf,nopre,type3,p4,316500,3,-0.7065,1578.27,360,not_inst,North,0
42045,2019,cf,nopre,type1,p3,486500,3.75,0.0657,390.42,360,not_inst,North,0
42046,2019,cf,nopre,type2,p3,286500,3.625,0.7346,3084.9,360,to_inst,south,0
42047,2019,cf,pre,type3,p3,166500,4.25,0.9739,2861.12,180,to_inst,North,0
42048,2019,cf,nopre,type1,p2,676500,5.375,0.9476,0,360,not_inst,North,0
42049,2019,cf,nopre,type1,p3,206500,4.25,0.6783,4055,360,to_inst,south,0
42050,2019,cf,nopre,type1,p3,366500,4.875,0.395,0,360,not_inst,North,0
42051,2019,cf,nopre,type2,p3,126500,3.5,0.6285,3445.74,360,to_inst,south,0
42052,2019,cf,pre,type1,p1,266500,4.375,0.9337,917.13,360,to_inst,North,0
42053,2019,cf,nopre,type2,p4,316500,3.49,0.7704,0,300,to_inst,North,0
42054,2019,cf,nopre,type1,p3,276500,4.56,0.3039,3801.53,360,to_inst,south,0
42055,2019,cf,nopre,type1,p4,386500,4.375,-0.0397,1369.63,360,not_inst,North,0
42056,2019,cf,nopre,type1,p4,426500,,,,360,to_inst,south,1
42057,2019,cf,nopre,type3,p3,46500,,,,360,to_inst,North,1
42058,2019,cf,nopre,type1,p4,376500,4,0.3446,0,240,not_inst,south,0
42059,2019,cf,pre,type1,p3,486500,4.375,1.4003,8510,240,to_inst,south,0
42060,2019,cf,nopre,type1,p1,256500,,,,360,to_inst,south,1
42061,2019,cf,nopre,type1,p3,316500,4.25,0.1419,4270,360,to_inst,North,0
42062,2019,cf,nopre,type2,p1,316500,,,,360,not_inst,North,1
42063,2019,cf,nopre,type1,p1,326500,4.375,0.5793,2057.5,360,to_inst,North,0
42064,2019,cf,nopre,type1,p1,676500,3.75,0.0329,70.39,360,not_inst,south,0
42065,2019,cf,nopre,type1,p1,726500,4.125,-0.0515,673.45,360,not_inst,North,0
42066,2019,cf,nopre,type3,p4,256500,,,,360,not_inst,North,1
42067,2019,cf,nopre,type2,p4,256500,3.625,0.5646,0,360,to_inst,North,0
42068,2019,cf,nopre,type1,p3,256500,4.875,1.3134,5262.48,360,to_inst,south,0
42069,2019,cf,nopre,type1,p1,456500,3.875,-0.333,3720,360,not_inst,south,0
42070,2019,cf,nopre,type1,p4,606500,,,,180,not_inst,North,1
42071,2019,cf,nopre,type1,p4,536500,4.25,-0.0086,9850.25,360,to_inst,south,0
42072,2019,cf,nopre,type1,p4,676500,4.25,-0.138,0,360,not_inst,south,0
42073,2019,cf,nopre,type1,p1,276500,3.75,-0.0386,156.6,360,not_inst,North,0
42074,2019,cf,nopre,type2,p3,136500,,,,360,to_inst,central,1
42075,2019,cf,nopre,type1,p4,426500,4.375,-0.1728,0,360,not_inst,North,0
42076,2019,cf,nopre,type1,p2,86500,3.99,0.7852,2850,360,to_inst,North,0
42077,2019,cf,nopre,type1,p4,406500,3.99,0.5448,7629.38,360,to_inst,North,0
42078,2019,cf,nopre,type1,p3,326500,4.375,0.8731,3481.25,360,to_inst,North,0
42079,2019,cf,nopre,type1,p1,426500,3.875,0.3724,1584.67,360,not_inst,North,0
42080,2019,cf,nopre,type1,p1,336500,3.5,0.18,2088.38,360,to_inst,south,0
42081,2019,cf,nopre,type1,p3,216500,4.375,0.2723,5886.25,360,to_inst,south,0
42082,2019,cf,nopre,type1,p1,316500,4.125,0.6084,1107.07,360,not_inst,south,0
42083,2019,cf,nopre,type1,p3,416500,3.625,0.0264,0,360,not_inst,North,0
42084,2019,cf,nopre,type1,p3,386500,3.5,0.5777,4627.5,180,to_inst,North,0
42085,2019,ncf,pre,type1,p3,106500,4.75,0.9501,2750,360,to_inst,North,0
42086,2019,cf,nopre,type1,p3,266500,4.5,0.8685,,360,to_inst,south,0
42087,2019,cf,pre,type2,p3,256500,3.99,1.2006,2465,360,to_inst,North,0
42088,2019,cf,nopre,type2,p4,416500,3.99,1.1416,9689.81,360,to_inst,North,0
42089,2019,cf,nopre,type2,p1,336500,3.49,0.7482,0,360,not_inst,North,0
42090,2019,cf,nopre,type1,p3,216500,3.99,0.6315,,360,to_inst,North,0
42091,2019,cf,nopre,type1,p1,356500,4.625,0.1671,0,360,not_inst,North,0
42092,2019,cf,nopre,type1,p3,86500,5.375,1.4147,1673.78,360,to_inst,North,0
42093,2019,cf,nopre,type1,p4,376500,3.625,0.2177,13298.05,324,to_inst,North,0
42094,2019,ncf,nopre,type1,p3,996500,6.24,1.202,,360,to_inst,North,0
42095,2019,cf,nopre,type1,p1,376500,4.375,0.3075,0,360,not_inst,North,0
42096,2019,cf,nopre,type2,p3,246500,,,,360,to_inst,North,1
42097,2019,cf,nopre,type1,p4,466500,3.75,0.0589,1306.39,348,not_inst,south,0
42098,2019,cf,nopre,type1,p4,226500,,,,360,to_inst,south,1
42099,2019,cf,nopre,type1,p3,236500,3.99,0.6674,7811.25,360,to_inst,North,0
42100,2019,cf,nopre,type2,p1,186500,,,,360,to_inst,south,1
42101,2019,cf,nopre,type3,p4,446500,3.25,-0.4951,538.53,360,to_inst,south,0
42102,2019,,nopre,type1,p4,246500,4.25,0.5832,0,360,not_inst,North,0
42103,2019,cf,nopre,type1,p3,136500,,,,360,to_inst,south,1
42104,2019,,nopre,type1,p4,386500,3.75,0.3591,3851.85,180,not_inst,south,0
42105,2019,cf,nopre,type1,p3,116500,4.75,0.5667,3780,360,to_inst,central,0
42106,2019,,nopre,type2,p4,516500,4.125,0.9786,0,360,not_inst,south,0
42107,2019,cf,pre,type1,p3,126500,4.125,0.6402,3740,360,to_inst,North,0
42108,2019,cf,pre,type1,p4,396500,3.5,0.2701,1204.92,240,not_inst,south,0
42109,2019,cf,nopre,type1,p4,436500,3.375,-0.1621,0,360,not_inst,North,0
42110,2019,ncf,nopre,type1,p4,876500,3.99,0.2043,97.2,360,not_inst,North,0
42111,2019,cf,nopre,type1,p3,106500,4.875,0.8832,3103.56,360,to_inst,North,0
42112,2019,cf,nopre,type2,p4,256500,4.75,1.4393,0,360,to_inst,south,0
42113,2019,cf,nopre,type1,p3,336500,3.99,0.489,5015.25,360,to_inst,North,0
42114,2019,cf,nopre,type1,p3,336500,3.625,0.125,1895,360,not_inst,North,0
42115,2019,cf,nopre,type1,p1,496500,4.125,0.336,7670,360,not_inst,central,0
42116,2019,cf,nopre,type1,p4,376500,,,,360,to_inst,south,1
42117,2019,cf,nopre,type1,p3,656500,3.99,0.3586,8475,360,to_inst,south,0
42118,2019,cf,nopre,type1,p4,386500,3.75,0.2588,7735.5,324,to_inst,North,0
42119,2019,,nopre,type1,p3,696500,4.375,0.2861,243.3,360,not_inst,south,0
42120,2019,cf,nopre,type1,p4,376500,3.5,-0.134,6232.08,360,not_inst,North,0
42121,2019,cf,nopre,type1,p1,726500,,,,360,not_inst,North,1
42122,2019,cf,nopre,type1,p1,206500,,,,300,to_inst,North,1
